,comments,date
190,"@imamsetiadi $SINI akan meniru $PANI ke 12000 kah?

$GOTO
$BUMI
$WIRG
kapan nyusul😁😁😁😁","30 Nov 22, 09:19"
191,"@Stockbit gimana nih…ijo tp candle merah…merah tp candle ijo…gw kirain ara nih si Wirg gak taunya malah mau arb…vangke emang..

$HRUM $WIRG $INDY $PANI","30 Nov 22, 09:18"
192,"kongsi PT agung sedayu dan PT tunas mekar (salim grup) dalam saham $PANI. saat ini menunggu laporan konsolidasi asset BKS (PIK 2) di Q3.

$BSDE $APLN $SMRA $JRPT","30 Nov 22, 01:24 · Edited on 30 Nov 22, 01:26"
193,"$PANI

koreksi selanjutnya dekat support box kuning
entry 1000 - 1035
SL 980

disc.on","29 Nov 22, 21:19"
194,$PANI ada yg pake broker YP disini?,"29 Nov 22, 21:02"
195,$PANI hari Rabu pliss good day,"29 Nov 22, 20:42"
196,"Retail bermimpi retrace/UMA/Suspen

Bandal bermimpi membawa ke bulan

Di $SINI macam2 tipe mimpinya 😶‍🌫️

Blum FOMO kah? Ntar jadi kayak $PANI trus lanjut kayak $BYAN gmn? Jadi perushaan energi pling fenomenal menggantikan $BUMI di 2010 gmn?

Btw yang sudah pengalaman di dari bawah rasanya lebih mudah memahami

🫣","29 Nov 22, 17:25"
197,$PANI TOP seller YP,"29 Nov 22, 16:51"
198,"$PANI nyesel gue, kgk gw TP dr kemarin"" dari cuan sekarang malah nyangkut ... asem banget","29 Nov 22, 15:57"
199,$PANI hari ini bnyk yg avrg fown ya ?,"29 Nov 22, 15:48"
200,"$PANI panik gak? panik gak? wkwkwk
Bukan ajakan beli/jual ✌🏻","29 Nov 22, 15:31"
201,"Yuk $PANI kembali ke harga wajar yuk
Aku tunggu di 400 ya
Terserah mau arb or ga yg pting di tunggu di 400 ya

Sama kaya $WIRG aku tunggu di harga bawah.. 50 ya..

Sabar menanti
Orang sabar byak pahala","29 Nov 22, 15:24 · Edited on 29 Nov 22, 15:25"
202,$PANI bad day selasa,"29 Nov 22, 14:21"
203,"$PANI buang barang 25 ribu lot apa ga sayang ya , nyari nya aja susah di market","29 Nov 22, 12:52"
204,$PANI offer nya 1040 -1065 lucu banget rata 1234 urut banget,"29 Nov 22, 11:20"
205,"$PANI payah LK Q3 belum keluar juga akhir November gini, beda sama $APLN $SMRA 🤔","29 Nov 22, 10:52 · Edited on 29 Nov 22, 18:54"
206,"$PANI saya nyangkut dan saya ingin avg down lagi, bandar tolong turunin paling tidak ke 800, saya mau borong pake uang bonus, お願いだから","29 Nov 22, 10:37"
207,"$PANI sedang proses distribusi. 🤣😂
32 rb Lot di offer oleh 185 orang.
22 rb Lot sudah dibeli (sdh match) oleh 358 orang

ayooo dibeli dibeli...sisa 32 rb lot lagi.","29 Nov 22, 10:23"
208,"$PANI bakal arb ampe jumat, hati"" teman""","29 Nov 22, 09:41"
209,"$PANI 1x or 2x lagi ARB, yuk bisa yuk

ke 600 dulu juga boleh 🤭

#menebarfear","29 Nov 22, 09:30 · Edited on 29 Nov 22, 09:31"
210,"sudah lama ga pernah lihat $PANI, ternyata masih begini, tak ada perubahan yg sangkut pucuk...hati hati saja banyak sales PANI berseliweran....keep smart dan selalu WARAS,","29 Nov 22, 09:25"
211,$PANI arb sekali lg boljug nih buat nambah amunisi…,"29 Nov 22, 09:24"
212,"belajar tebar fear .. 😂 😂 😆

$PANI udah 2x ARB, saham kaleng aja dibeli. kemahalannn ..bisa sampe gocap...ayooo cutloss...

(udah cocok belum kalimat tebar fearnya? 😂 🤣)","29 Nov 22, 09:20"
213,$PANI kasihan juga uda hold lama2 rugi berat. Retail kena warmonger,"29 Nov 22, 09:20"
214,"$PANI mayoritas ritel disini pda gmw CL yg di harga 1400 ke atas, itu knapa sahamnya susah naik lgi otomatis MM nya kesel sekalian aja di banting, di injek, di cekek","29 Nov 22, 09:11"
215,$PANI waduh kenapa nih arb mulu?,"29 Nov 22, 09:08"
216,"$PANI hayuuu yg minta ARB Kmaren sapa , tuh Sdh di kasih wkwkwk","29 Nov 22, 09:05"
217,$PANI denger denger ga jadi bosku 🥲,"29 Nov 22, 09:04"
218,$PANI kalo benar akan akuisisi pik 2 yg lainnya maka andai saya punya 5000 lot pani harga sekarang maka tidak mustahil harga pani bisa ke 10rb.maka modal saya akan jadi 5m.saya jual 4000 lot saya sisakan 1000 lot saya ikut right issue jumbonya yg 1saham lama : 35saham baru dg harga 500rupiah.maka saham saya jd 36rb lot setelah saya tebus.andai bisa naik 200persen saja coba hitung berapa duitnya srkarang.mungkin inilah yg disebut peter lynch srbagai compound income.bener ngak sih??? . ini bukan mimpi tp ini akan jadi kenyataan andai pani benar benar akan akuisisi lg pik 2 yg lainnya.,"29 Nov 22, 08:05"
219,"beda cerita antara $CAKK sama $PANI,
Pani naik tinggi karena backdoor listing perusahaan besar masuk, kalau cakk bisa dipantau dulu perkembangan usahanya kedepan","29 Nov 22, 05:40"
220,"$PANI gue nyangkut di 2000 aja masih bisa tidur nyenyak hahaha ARB sekali aja ada yg teriak ""😅😅","29 Nov 22, 00:53"
221,"$PANI vs $KRYA

$PANI atau $KRYA yang bakal jadi calon multinagger kira2 ? Mohon isi di kolom komentar ya .. bingung nih mau beli antara 2 ...","28 Nov 22, 23:50"
222,$SCPI kalo dibuka suspendnya bisa merajalela ini… bv nya di 300 rb an…. Apakah $PANI bisa kyk gini wekeke..di buyback abis ✌️✌️,"28 Nov 22, 22:41"
223,"$PANI

ada DoTops","28 Nov 22, 22:05"
224,$PANI pola Cup? 2M hit?,"28 Nov 22, 18:40"
225,"$PANI MG MG...wkwkwkwk...YP, ZP, AI masih nyaman kah...","28 Nov 22, 16:40"
226,"YANG BIKIN WARAS SAAT MARKET BEARISH

tahukah kamu yang bikin waras saat market bearish bukan hanya CONVICTION..
tapi juga CASH LEVEL..
semakin banyak $CASH LEVEL anda, semakin senang anda bearish, kalo uda gada peluru? Mulai deh jadi kurang waras..

Banyaknya peluru = tingkat kewarasan
gada peluru = ga waras...","28 Nov 22, 16:28"
227,"$PANI 10 x ARB kayaknya nie , ancur2 dah","28 Nov 22, 14:03"
228,"$INDX kalo ada yang nanya :
"" Bep..ajarin gua scalping dong biar konsisten Cuan terus ""

Kamu akan Jawab :
a. Kamu nanyak?
b. All in di Pucuk, jual saat Merah
c. Ngekor Bandar ajalah,males ribet
d. iri..? bilang $BOSS $PANI","28 Nov 22, 12:32"
229,$PNLF + $PANI apakah 2 saham ini layak hold.. ?,"28 Nov 22, 12:24"
230,$PANI TP 1400,"28 Nov 22, 12:10"
231,$PANI,"28 Nov 22, 11:17"
232,$PANI lah kok kasihan,"28 Nov 22, 11:17"
233,$PANI besok rebound,"28 Nov 22, 11:05"
234,tarik lagi ke bawah Ndarrrrrrr $PANI yuukkkkkk bisa yuukkkkkk 🤣🤣🤣...masih kurang dalam,"28 Nov 22, 11:00"
235,$PANI dikasih diskon yak? 🤑,"28 Nov 22, 10:59"
236,"$PANI bakal masih lanjut arb besok 😂😂, kalo tujuanya tradin CL dlu ajah, kalo tujuanya invest jangka panjang (1thn) silahkan di hold 💪","28 Nov 22, 10:57"
237,$PANI paman Aguan help help retail polos,"28 Nov 22, 10:56"
238,$PANI @andryhakim bro tolong donk,"28 Nov 22, 10:53"
239,"lk q3 $PANI memang cuma nambahin lini bisnis baru properti pik 2

total pendapatannya sudah ada bocoran sih, utk tahun 2022 biasa2 saja

2023 baru jalan","28 Nov 22, 10:47"
240,"Ajaib error kah?

$INDY $HRUM $PANI","28 Nov 22, 10:45"
241,"masukk $SINI nyaris di pucuk, masih bisa cuan juga krn ini menganut politikmology. 😂 😆

$PANI ARB ?? kamu nanyea?
atau hertanyeaa-tanyeaa? tidooorrrr....ZzzZZZzzz","28 Nov 22, 10:42"
242,$PANI serok dikit aja ahh,"28 Nov 22, 10:42"
243,$PANI Lapkeu Q3 ud keluar kelihatany krg baik,"28 Nov 22, 10:38"
244,$PANI ada apa dg pani? kok bisa arb?,"28 Nov 22, 10:36"
245,$PANI om Aguan tolong donk merahh,"28 Nov 22, 10:23"
246,$PANI Serok paket sendok dikit doank guys,"28 Nov 22, 10:19 · Edited on 28 Nov 22, 10:21"
247,$PANI serokkkkkkkkk pake baskom yuk guys,"28 Nov 22, 10:07"
248,ayoo yg panikkk di $PANI jgn lupa cutloss ya... 😂 😂,"28 Nov 22, 10:04"
249,$PANI sapa yg jemur pakaian dalam di 1200 ?,"28 Nov 22, 09:35"
250,"Ndarrrrrrr $PANI klo berkenan bawa kesini dulu lah, Amunisi RDN udah diisi full lagi nich sebelum 2023...😀","28 Nov 22, 09:22"
251,"$PANI ayo dong tembusin ke 1300 aja HR ini😁😁..
lama bener dah ke 1300 aja","28 Nov 22, 09:06"
252,"$PANI

PANI lovers. Saham PANI memang punya potensi dan prospek bagus, tapi butuh waktu untuk mencapai harga 12 ribuan lagi, jadi ini investasi jangka panjang, sabar aja. Semuanya akan menjadi indah pada waktunya ( waktu emiten PANI melakukan corporate action lagi ) . Tetap semangat💪","28 Nov 22, 08:51"
253,"@ElisabethVeronica menurut saya, momentum di sektor coal sdh selesai Kak. Silahkan disimpulkan dampaknya untuk $HRUM yah. Lalu, menurut saya, ada momentum di sektor property, namun somehow saya krg sreg dengan $PANI. Price movement nya tidak genuine diikuti dgn volume yg solid. Silahkan pelajari hal yg mirip di $SLIS $PTDU $DFAM Kak","27 Nov 22, 17:44 · Edited on 27 Nov 22, 17:57"
254,"@FansSahamKeongBBRI asekkk

$BBRI mantap

random tag:

$BBCA $LEAD $PANI $NISP","27 Nov 22, 17:27"
255,"@WillDjon Hi bro WillDjon, sorry for the late reply. Long time no see haha

Saham yg saya jelaskan di atas ga da hubungannya ma properti kok, and yes, saya tau anda mengira saya bahas $PANI ya? 😆 haha

Untuk emitennya sendiri seperti yg sudah saya jelaskan di atas, saya emang ga niat buka kode emitennya atau bahas lebih lanjut mengenai emitennya haha

Btw how is the research going on bro?

Thanks for reading :)","27 Nov 22, 13:17 · Edited on 27 Nov 22, 14:08"
256,"$OASA hai, it's me again 👋

setelah gue cutloss tipis di 980an, rasa""nya saham ini kembali menarik sekarang.

berita aliansi dengan jerman ini bahkan nyampe ke media inter,
gue masih ga nyangka betapa ga rasionalnya pelaku pasar yg trading disini,

gue liat copet"" udah pada mampuss cutloss dibawah,

mungkin dlm beberapa minggu kedepan akan dulu ditempat,
seperti kejadian waktu tgl 21 juli - 12 agustus,
sembari menunggu kejelasan jadwal right issue.

kalo emiten sudah keluarkan prospektus, biasanya tetap akan jadi meskipun tanggalnya masih tentative

di saham seperti juga pernah kejadian RI mundur, tapi ujungnya tetap jalan sesuai plan.

I'm on optimism side now 🎉","26 Nov 22, 21:31"
257,"$PANI katae peter lynch saham itu pasti naik turun naik turun krn adanya perang karena adanya resesi dll kalian ngak usah panik.kalo saham itu dr perusahaan yg bagus pada akhirnya saham itu akan naik seiring berkembangnya bisnisnya perusahaan itu.kita ngak bisa melihat pasar didpnnya jd kita tdk bisa liat saham itu akan naik ato tidak tp kita bisa mempelajari sejarahnya sebuah perusahan.dr sejarah nya kita bisa melihat perusahaan itu gimana sehat , berkembang terus ato gimana. nah....kalo liat dr pani...yg telah menjadi saham property nya agung sedayu grup...kira kira arahnya kemana????? kira kira sepak terjangnya pak aguan dan antony salim gimana?yg diperlukan disini bukan kepinteran kita tp kesabaran kita.","26 Nov 22, 09:37"
258,$GWSA Calon Multibagger? The Next $PANI? $IHSG 🌇🏢📈🐂,"26 Nov 22, 09:28"
259,"@jemmydarmawan banyak yg nyangkut bro diatas 1500,jadi bikin poling $PANI pasti mayoritas pengen naik hehehehehe,ane vote setuju","25 Nov 22, 15:57"
260,$PANI,"25 Nov 22, 15:48"
261,"@ipunk1989 terakhir $PANI deathcross turun 50%, next bisa 900. masih banyak ritel yg nyangkut di 1500 keatas, makanya harganya susah naik.","25 Nov 22, 15:47"
262,"$PANI pola double top hampir sempurna, hati2 bisa ke 1040...","25 Nov 22, 15:41"
263,$PANI siap siap bid 15.000 lot di cabut n jebol ke bawahh,"25 Nov 22, 14:58"
264,$PANI pamerrrrrrrrrrrrrrrrrr 15.000 lot bid 1185,"25 Nov 22, 14:51"
265,$PANI Jumat bad days 😭😭,"25 Nov 22, 14:49"
266,$PANI selalu tiap Jumat kumattt terus merah nya 😭😭😭,"25 Nov 22, 14:42"
267,$PANI gwe tunggu di bawah,"25 Nov 22, 13:02"
268,"$PANI batas relaksasi penyampaian LK Q3 31 Nov , pantau terus RTi n pergerakan market","25 Nov 22, 12:57"
269,$PANI Kalo ARA sesion 2 aku potong rambut yg jelek ini,"25 Nov 22, 12:39"
270,"@MrDeka @ipunk1989 pas macd $PANI death cross,mungkin karena lapkeu ga sesuai ekspektasi","25 Nov 22, 11:11 · Edited on 25 Nov 22, 11:12"
271,$PANI om Aguan tolong kami😭😭😭 merahh,"25 Nov 22, 10:58"
272,$PANI bad day Jumat 😭😭,"25 Nov 22, 10:43"
273,"@MrDeka Udah break itu invertednya,nextnya $PANI coba buat pola double bottom ke 900 dulu","25 Nov 22, 10:38"
274,"$PANI secara teknikal terlihat menarik dan cocok dengan kriteria low risk level entry stock!

Setelah mengalami fase downtrend pasca mencapai level ATH-nya di harga 2010 pada awal september yang lalu, PANI berhasil berkonsolidasi dan membuat base support kuat di harga 810.

Beberapa hal yang membuatnya menarik secara teknikal:

(1) Harga sekarang sudah berada di atas semua rangkaian Moving Average. Hal ini menunjukkan bahwa PANI sudah bisa memulai fase uptrend.

(2) Selama masa konsolidasi alias fase sideways, PANI membentuk pola Inverted Head and Shoulder, yang merupakan pola reversal. Hal ini bisa menjadi indikasi akan adanya pembalikan arah trend;

(3) Sejak berhasil membuat support kuat di 810, PANI selanjutnya juga selalu berhasil membuat Higher Low - Higher High (HL-HH). Ini indikasi permulaan fase naik;

(4) Sekarang harganya berkonsolidasi di atas neckline pola IHnS yang sekaligus menjadi support fraktalnya, yakni di harga 1150. Level ini termasuk low risk level entry dari level support.

My Trading Plan:
- Entry buy 1155-1200;
- CL jika break 1150;
- Target kenaikan berdasarkan pola adalah 1500. Pertimbangkan TP jika tidak berhasil break. Namun secara umum, strategi saya adalah Hold selama berhasil mempertahankan HL-HH. Selama hal ini berhasil, maka tidak mustahil harganya kembali menyentuh level ATH lagi.

Disc ON.","25 Nov 22, 10:27"
275,@jusniar @MarlonSitorus panik ga? panik ga? panik ga? $PANI 🤣,"25 Nov 22, 10:00"
276,$PANI om aguan kasi pani ara donk,"25 Nov 22, 09:53"
277,$PANI om Aguan kasih Jumat berkah donk pliss🙏🏻🙏🏻,"25 Nov 22, 09:52"
278,"yg hari ini trading gangguan, ada pending. ini reply template dari CS

Halo,

Pada awal sesi perdagangan pagi ini, Jaringan JONEC di Bursa Efek Indonesia terputus untuk beberapa sekuritas di Indonesia termasuk Stockbit Sekuritas yang mengakibatkan aktifitas transaksi kamu tidak berjalan sebagaimana mestinya. Saat ini kami sedang berkordinasi dengan pihak terkait untuk memperbaiki kendala ini secepatnya.

Demikian informasi ini kami sampaikan.

auto mummet 😭😭

tag saham yg status pending saya saat ini



invest teteuuppp","25 Nov 22, 09:32"
279,$PANI Padang guys,"25 Nov 22, 06:12"
280,"$WINS ap bedany loe sm $PANI yg digoreng2, ngemeng fundamental turn around wkwkwkwkwkwk","24 Nov 22, 22:15"
281,"@KambinghijauTV sialan memang ANTONIUS BONGREINER VOXTUR KAMPRET, SUDAH Bayar member LIFETIME, ehh karena @BongReiner kehabisan duit ngemis lagi harus bayar 1lot $ADRO pindah channel, mati aja kau BONGREINER, miskin terus, duit member dimakan bandar. strip hijau biru Oren merah semua kau strip ngak dibuka2 karena anjlok semua, $BUMI $ARTO $BBHI $PANI","24 Nov 22, 21:44"
282,"POLL
$PANI wahai holder PANI, kalian avg brp?","24 Nov 22, 21:37"
283,$PANI personal note,"24 Nov 22, 21:10 · Edited on 24 Nov 22, 21:22"
284,"Mr ho akhirnya di banned permanen Stockbit, followernya silakan cari suhu yg baru 😁
$IHSG $WIRG $BOSS $BUMI $PANI","24 Nov 22, 21:07 · Edited on 24 Nov 22, 21:13"
285,"$PANI
NECKLINE AREA 1150-1200
TARGET 1575,1700,2020
CMIIW✌️","24 Nov 22, 20:41"
286,"$PANI

ada support box kuning
entry 1145 - 1220
SL 1110

disc.on","24 Nov 22, 20:09"
287,"Kan ada 3 pilihannya diatas, yang masih di bawah aja $KJEN , tau kan kenapa masih di bawah? Karena ya itu dia blum lepas

$PANI udah kelar permainan

$SINI on fire","24 Nov 22, 18:18"
288,"memberanikan diri masuk saat sdh hmpir dipucuk $SRAJ

ternyata msh naikk, klopun besok dibanting ARB 7% masih dpt 1.38% tinggal jual.

so, saat siapapun bilang, ""awas udah dipucuk, jgn masuk"" benarkah 100% akn terperangkap hrga pucuk? belum tentu.

yg terpenting, jgn fomo. pelajari bnyk hal sebelum entry, krn yg dipake uang sendiri & biasakan menggunakan cold money yg di freezer. 😂 🤣

biasakan ada emiten utk invest, swing & scalping.

utk invest, tetap

DYOR
Tidak ajak2 jual atau beli saham tertentu.

Beli cilok nanti saya ajak. 😂 🤣","24 Nov 22, 16:31"
289,$PANI tembusin resisinya om...wekeke..ane tetep hold....siapa tau nanti bisa pindah dari pademangan ke PIK 2 😀,"24 Nov 22, 14:49"
290,$PANI om Aguan tolong lagi 😭😭😭,"24 Nov 22, 14:07"
291,$PANI good day sesion 1,"24 Nov 22, 11:34"
292,"@MarlonSitorus

$PANI","24 Nov 22, 11:24"
293,$PANI om Aguan tolong 😭😭😭,"24 Nov 22, 10:58"
294,"$PANI alhamdulillah bisa keluar pada waktunya 🤣

hampir aja ambrol.","24 Nov 22, 10:55"
295,@MarlonSitorus $PANI,"24 Nov 22, 10:55"
296,$PANI bad day khah?,"24 Nov 22, 10:50"
297,$PANI hhooammmm belum lewat 1300 juga ya.....setiap mau naik diatas 1250-1270 ada aja yang take profit atau cutloss barang lamanya......tapi sisi positifnya indeks saham properti mulai naik......dan tetap menunggu sentimen yang paling saya tunggu......semoga dikabulkan segera.......,"24 Nov 22, 10:47"
298,$PANI saham properti lg naik hrdnya pani juga naik.....,"24 Nov 22, 10:45"
299,$PANI yukk kerek ndar,"24 Nov 22, 10:27"
300,""" Investasi bukan lah seperti Perlombaan Maraton, siapa yang sampai lebih dahulu di garis Finish dia yang menang.
Akan tetapi Investasi ialah apa yang kita Tanam hari ini, itulah yang akan kita nikmati di masa tua nanti ""
""DAUD HS""

Random Tag :
$ADES $PANI $ITMG $BEST $BUMI","24 Nov 22, 08:39 · Edited on 24 Nov 22, 09:03"
301,"$AHAP
$HRUM
$GPSO
$MDLN
$PANI

DYOR","24 Nov 22, 08:21"
302,"@Ereza kalau situ bener ada koneksi ke A1, A1 ga akan biarin $PANI dari 1900 ke 1220 .....","24 Nov 22, 07:43"
303,"$ADRO
$PANI
$EMTK
disc on","24 Nov 22, 05:44"
304,$PANI mudah2 an kebagian windres tuk perbaiki porto investor kakap,"23 Nov 22, 21:27"
305,"$PANI AH, OK, AR adem ayem kgak jual2 😃","23 Nov 22, 16:34"
306,@jusniar dia bisa goreng $PANI sampai ke berapa?,"23 Nov 22, 16:31"
307,"$PANI TO GANJEL TOOO, TO GANJEL !!!","23 Nov 22, 14:52"
308,"$PANI pamer ada yg pamer 10 ribu lot di 1215 , bid palsu 🤣🤣🤣","23 Nov 22, 14:51"
309,"@DanielThaniago lagi bantuin haka $BUMI ...., $PANI masih lama....","23 Nov 22, 13:58"
310,$PANI yuk sesi 2 terbang setinggi pohon,"23 Nov 22, 13:28"
311,"$PANI Bisa hit target gak yaa? 🤣

https://cutt.ly/jM3UHVe

Bantu follow ya guyss","23 Nov 22, 12:31"
312,@raycoin kapan $PANI tembus neckline?,"23 Nov 22, 11:21"
313,$PANI jika tembus di neckline 1240-1250 maka berpotensi membuat pattern cup and handle dengan volume pattern yang menyerupai cup and handle juga. Target TP adalah di 1600.,"23 Nov 22, 11:06"
314,"sepertinya sdh langka $PANI akan ARA, jika tdk ada katalis kuat. gpp juga sih, jikalau 1-2% pasti naik setiap hari. apa mungkin?
kamu nanyea?
apa bertanyeaa tanyeeaaa?
RAWWRRR 🤣🤣😂","23 Nov 22, 10:47"
315,$PANI good day 💜💜💜,"23 Nov 22, 10:39"
316,$PANI maju 1500,"23 Nov 22, 10:37"
317,$PANI tut tut tut siapa mau ikut pak aguan naik ke puncak.....,"23 Nov 22, 09:27"
318,$PANI rindu Ara dari 9 naga,"23 Nov 22, 09:25"
319,$PANI pelan dan pasti,"23 Nov 22, 09:23"
320,$PANI mbk Pani jemput gue di 2000 yah🚀😅,"23 Nov 22, 09:11"
321,$PANI Ara yokk 😅,"23 Nov 22, 09:10"
322,"$PANI
$OKAS
$RAJA
$PICO
$BUMI

kalian harapan kami.. kini dan nanti","23 Nov 22, 09:08"
323,$PANI semoga kita pani holder bertumbuh dan sukses bersama pak aguan .baca ttg sepak terjang pak aguan di stock up seru juga.dia sukses krn kegigihannya.dia juga mulai dr plg bawah.,"23 Nov 22, 08:00"
324,$PANI cape buka IDX ga keluar LKnnya 😫😫 dorong ndar besok,"22 Nov 22, 20:53"
325,$PANI semoga minggu ini bisa tutup di 1300,"22 Nov 22, 18:50"
326,$PANI kok keren siiih kamu... alon alon asal kelakon yuuuk mang ewu 😁,"22 Nov 22, 16:03"
327,$PANI kebiasaan sesi 2 anjlok,"22 Nov 22, 15:02"
328,$PANI legaa good day,"22 Nov 22, 14:50"
329,$PANI ayoo good day,"22 Nov 22, 14:27"
330,$PANI pkiss naik lagi jgn melorot,"22 Nov 22, 14:22"
331,"$PANI loncat, ini yg haka bandar apa ritel banyak duit?","22 Nov 22, 14:05"
332,$PANI yukk naik setinggi plafon,"22 Nov 22, 14:01"
333,@Saba1974 sleeping investor 🥱🥱 bangun2 porto uda mengembang kayak si Snorlax @dglsgh 🤭 $PANI,"22 Nov 22, 11:43 · Edited on 22 Nov 22, 12:53"
334,"$BYAN $ITMG coba bayangin
pas kamu lagi curhat sampe nangis nangis, trus temen kamu cuma bilang :
"" Kamu nanya?
Kamu bertanya-tanya? ""
trus karena kesel,kamu jawab balik :
"" iri...? bilang $BOSS $PANI ""
kira kira ngeselin gak tuh...
#salamIjo😀😀😀","22 Nov 22, 11:28"
335,"$BYAN $ITMG coba bayangin
pas kamu lagi curhat sampe nangis nangis, trus temen kamu cuma bilang :
"" Kamu nanya?
Kamu bertanya-tanya? ""
trus karena kesel,kamu jawab balik :
"" iri...? bilang $BOSS $PANI ""
kira kira ngeselin gak tuh...
#salamIjo😀😀😀","22 Nov 22, 11:28"
